From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Mvar From ,MVA From ,Lim MVA,% of MVA Limit (Max),MW Loss,Mvar Loss
13303,PORTLAND 33 2,13304,PORTLAND 34 1,4,Closed,Line,NO,168.6,56.2,177.7,287.8,61.8,0.33,-1.55
13303,PORTLAND 33 2,13304,PORTLAND 34 1,1,Closed,Line,NO,168.6,56.2,177.7,287.8,61.8,0.33,-1.55
13303,PORTLAND 33 2,13304,PORTLAND 34 1,5,Closed,Line,NO,168.6,56.2,177.7,287.8,61.8,0.33,-1.55
50383,DELTA 2 1,50385,DELTA 2 3,1,Closed,Transformer,YES,-815.8,166.9,832.7,1349.9,61.7,0.82,66.86
11028,FERNDALE 2 2,10923,BLAINE 2 1,1,Closed,Line,NO,-101.9,-73.4,125.6,203.8,61.7,0.02,0.08
25402,LOS ANGELES 24 2,25401,LOS ANGELES 24 1,1,Closed,Transformer,YES,-271.1,-165.1,317.4,536.9,61.6,0.4,23.82
21126,SAN BRUNO 1 1,21129,SAN FRANCISCO 22 1,1,Closed,Line,NO,-108,95.3,144,239.6,61.5,0.64,-4.31
21485,SAN JOSE 14 1,21529,SAN JOSE 29 1,1,Closed,Line,NO,-83.1,-136.1,159.5,260.8,61.5,0.19,0.92
20348,ANDERSON 2 1,20350,ANDERSON 2 3,1,Closed,Transformer,YES,-18.3,1.1,18.3,29.8,61.5,0.03,1.09
20539,POLLOCK PINES 6 1,20541,POLLOCK PINES 6 3,1,Closed,Transformer,YES,-60.1,-27.1,65.9,110.2,61.5,0.15,3.94
40883,GILA BEND 5 1,40958,GILA BEND 6 3,1,Closed,Line,NO,114,-53.6,126,205.2,61.4,0.04,0.15
40883,GILA BEND 5 1,40958,GILA BEND 6 3,2,Closed,Line,NO,114,-53.6,126,205.2,61.4,0.04,0.15
40883,GILA BEND 5 1,40958,GILA BEND 6 3,3,Closed,Line,NO,114,-53.6,126,205.2,61.4,0.04,0.15
10460,REDMOND 2 2,10396,KIRKLAND 2 1,3,Closed,Line,NO,181.4,39.1,185.6,303.2,61.2,0.4,2.16
10460,REDMOND 2 2,10396,KIRKLAND 2 1,4,Closed,Line,NO,181.4,39.1,185.6,303.2,61.2,0.4,2.16
10460,REDMOND 2 2,10396,KIRKLAND 2 1,1,Closed,Line,NO,181.4,39.1,185.6,303.2,61.2,0.4,2.16
10460,REDMOND 2 2,10396,KIRKLAND 2 1,2,Closed,Line,NO,181.4,39.1,185.6,303.2,61.2,0.4,2.16
60490,COLORADO SPRINGS 12 2,60489,COLORADO SPRINGS 12 1,3,Closed,Transformer,YES,-128.6,-93.3,158.9,272.2,61.2,0.31,12.16
60490,COLORADO SPRINGS 12 2,60489,COLORADO SPRINGS 12 1,2,Closed,Transformer,YES,-128.6,-93.3,158.9,272.2,61.2,0.31,12.16
60490,COLORADO SPRINGS 12 2,60489,COLORADO SPRINGS 12 1,1,Closed,Transformer,YES,-128.6,-93.3,158.9,272.2,61.2,0.31,12.16
29025,CARLSBAD 6 2,29024,CARLSBAD 6 1,1,Closed,Transformer,YES,-892.7,-285.8,937.3,1562.6,61.1,0.64,52.79
21532,SAN JOSE 31 2,21531,SAN JOSE 31 1,1,Closed,Transformer,YES,-220.3,-165.3,275.4,480.3,61.1,0.54,28.3
40810,GLENDALE 23 2,40812,GLENDALE 23 4,1,Closed,TransformerWinding,YES,-672.3,59.9,674.9,1104.4,61.1,0.39,30.14
53240,SUNLAND PARK 2 3,53239,SUNLAND PARK 2 2,2,Closed,Transformer,YES,-104.3,-101.9,145.8,257.5,61.1,0.52,15.3
21306,PALO ALTO 4 2,21359,NEWARK 1 1,1,Closed,Line,NO,-169.9,-9.5,170.2,280,61,0.46,2.28
40008,BULLHEAD CITY 1 1,40731,CHLORIDE 1 3,1,Closed,Line,NO,-113.5,-20.7,115.4,190.8,61,0.78,0.98
10449,AUBURN 5 1,10463,KENT 8 2,1,Closed,Line,NO,-167.7,3.4,167.7,275.8,60.9,0.32,1.31
21374,UNION CITY 1 2,21373,UNION CITY 1 1,1,Closed,Transformer,YES,-167.7,-201.8,262.4,466.8,60.9,0.35,27.4
74287,HAGERMAN 5 1,74292,HAGERMAN 5 6,1,Closed,Transformer,YES,-9.2,2.3,9.5,15.6,60.8,0.02,0.54
26130,AVILA BEACH 1,26134,AVILA BEACH 5,1,Closed,Transformer,YES,-1155.9,18.8,1156,1905.4,60.8,0.92,72.74
40075,BUCKEYE 3 2,40257,PHOENIX 55 1,1,Closed,Line,NO,127.9,29.1,131.2,216.2,60.7,1.7,-2.44
40075,BUCKEYE 3 2,40257,PHOENIX 55 1,3,Closed,Line,NO,127.9,29.1,131.2,216.2,60.7,1.7,-2.44
40075,BUCKEYE 3 2,40257,PHOENIX 55 1,2,Closed,Line,NO,127.9,29.1,131.2,216.2,60.7,1.7,-2.44
28266,FONTANA 7 2,28344,HESPERIA 3 2,1,Closed,Line,NO,-165.9,32,168.9,279.9,60.7,0.88,0.14
30245,BOULDER CITY 1 2,30247,BOULDER CITY 1 4,1,Closed,TransformerWinding,YES,88.4,17.4,90.1,150,60.6,-0.12,-3.48
40163,GLENDALE 15 1,40187,PHOENIX 16 2,3,Closed,Line,NO,-117.8,-63.3,133.8,221.2,60.6,0.12,0.48
40163,GLENDALE 15 1,40187,PHOENIX 16 2,5,Closed,Line,NO,-117.8,-63.3,133.8,221.2,60.6,0.12,0.48
40163,GLENDALE 15 1,40187,PHOENIX 16 2,2,Closed,Line,NO,-117.8,-63.3,133.8,221.2,60.6,0.12,0.48
40163,GLENDALE 15 1,40187,PHOENIX 16 2,1,Closed,Line,NO,-117.8,-63.3,133.8,221.2,60.6,0.12,0.48
40163,GLENDALE 15 1,40187,PHOENIX 16 2,4,Closed,Line,NO,-117.8,-63.3,133.8,221.2,60.6,0.12,0.48
11011,GRAND COULEE 1,11016,GRAND COULEE 6,1,Closed,Transformer,YES,-1081.3,-231.3,1105.8,1864.6,60.6,1.15,91.2
20310,CAMINO 3,20315,CAMINO 8,1,Closed,Transformer,YES,-5.5,0.7,5.5,9.1,60.6,0.01,0.36
77279,FAIRFIELD 7 1,77280,FAIRFIELD 7 2,1,Closed,Transformer,YES,-78.2,-17.9,80.3,134.5,60.5,0.12,4.16
20356,ELK GROVE 7 2,20355,ELK GROVE 7 1,1,Closed,Transformer,YES,-264.6,-142.2,300.3,524.2,60.4,0.43,31.04
60303,FORT COLLINS 5 3,60305,FORT COLLINS 5 5,1,Closed,TransformerWinding,YES,-57.2,-4,57.4,95,60.4,-0.04,-1.2
10958,CENTERVILLE 1 2,10933,GOLDENDALE 4 1,1,Closed,Line,NO,-199.6,36.6,202.9,336.3,60.4,0.82,4.13
60684,PLATTEVILLE 2 3,60683,PLATTEVILLE 2 2,1,Closed,Transformer,YES,-248.2,-165.4,298.3,522.7,60.4,0.65,28.4
40672,SPRINGERVILLE 1 1,40877,SPRINGERVILLE 2 3,1,Closed,Line,NO,-114.9,4.8,115,192,60.3,0.91,2.48
25400,LOS ANGELES 23 1,25490,LOS ANGELES 54 2,1,Closed,Line,NO,-145.1,-69.5,160.9,268.8,60.3,0.41,1.78
21298,SANTA CRUZ 1 1,21301,SANTA CRUZ 1 4,1,Closed,TransformerWinding,YES,344.7,18.5,345.2,572.5,60.3,0.24,13.76
40497,TUCSON 8 1,40518,TUCSON 16 2,1,Closed,Line,NO,-112,-22.9,114.3,191.3,60.2,0.64,0.57
40498,TUCSON 9 1,40806,TUCSON 49 2,1,Closed,Line,NO,-112.1,-20.6,114,190.8,60.1,0.63,0.4
26006,OXNARD 12 2,26008,OXNARD 12 4,1,Closed,TransformerWinding,YES,-336.9,-2.2,336.9,562.3,60,0.22,10.05
25880,GOLETA 3 1,25881,GOLETA 3 2,1,Closed,Transformer,YES,-57.6,11.6,58.7,97.9,60,0.18,5.13
28047,GARDEN GROVE 5 2,28088,SANTA ANA 5 1,1,Closed,Line,NO,75.5,122.8,144.2,240.6,59.9,0.42,1.61
53290,LA MESA 6 1,53292,LA MESA 6 3,1,Closed,Transformer,YES,-142.6,9.9,143,238.8,59.9,0.28,10.81
25893,OXNARD 11 3,26037,OXNARD 13 3,1,Closed,Line,NO,-71.8,-117.4,137.6,230.4,59.9,0.06,0.36
40303,SCOTTSDALE 1 1,40336,SCOTTSDALE 8 2,1,Closed,Line,NO,-112.6,20.7,114.4,191.4,59.9,0.35,1.22
20382,FORBESTOWN 1 1,20383,FORBESTOWN 1 2,1,Closed,Transformer,YES,-58.9,6.5,59.3,99,59.8,0.1,3.62
40121,AVONDALE 3 2,40151,PHOENIX 4 2,1,Closed,Line,NO,-103.5,-42.2,111.8,189.8,59.7,0.69,2.45
25633,ALHAMBRA 3 2,25663,PASADENA 5 1,1,Closed,Line,NO,92.2,111.9,145,243.5,59.6,0.15,-0.35
25775,LANCASTER 6 2,26092,BORON 3 1,1,Closed,Line,NO,-158.8,-6.8,158.9,268.6,59.5,1.08,-10.67
40418,MESA 16 1,40383,MESA 8 2,1,Closed,Line,NO,-104.3,-42.6,112.7,190.6,59.5,0.33,1.32
41004,TONOPAH 6 1,41005,TONOPAH 6 2,1,Closed,Transformer,YES,-11.6,0.8,11.6,19.5,59.5,0.03,0.78
13137,SALEM 9 2,13136,SALEM 9 1,1,Closed,Transformer,YES,-253,-154.6,296.5,518.2,59.4,0.4,20.45
26041,WILMINGTON 4 1,26042,WILMINGTON 4 2,1,Closed,Transformer,YES,-58.1,7,58.5,98.5,59.4,0.13,3.64
40419,MESA 17 1,40409,GILBERT 7 1,1,Closed,Line,NO,-86.9,-66.5,109.5,185.9,59.4,0.28,1.3
28827,CALIPATRIA 3 2,28829,CALIPATRIA 3 4,1,Closed,Transformer,YES,-12.8,1,12.9,21.7,59.4,0.04,1.02
25931,NORWALK 4 2,25930,NORWALK 4 1,1,Closed,Transformer,YES,-332,-40.4,334.5,568.8,59.4,0.24,19.63
40484,TUCSON 3 1,40806,TUCSON 49 2,1,Closed,Line,NO,-105.3,-34.4,110.8,189.9,59.3,0.85,3.15
26119,MOJAVE 14 1,26121,MOJAVE 14 3,1,Closed,Transformer,YES,-8.4,2.4,8.8,14.8,59.3,0.03,0.74
26130,AVILA BEACH 1,26133,AVILA BEACH 4,1,Closed,Transformer,YES,-1155.9,13.4,1156,1952.8,59.3,0.9,67.32
60159,CANON CITY 2 2,60158,CANON CITY 2 1,1,Closed,Transformer,YES,-113.7,-5.4,113.9,193.2,59.3,0.16,6.96
40948,HEBER 5 2,40632,SNOWFLAKE 1 2,1,Closed,Line,NO,22.9,78.5,81.8,138.1,59.3,0.18,0.58
60855,ESTES PARK 2 1,60856,ESTES PARK 2 2,1,Closed,Transformer,YES,-20.4,-9.8,22.6,39.7,59.2,0.08,1.75
10088,PORT ORCHARD 1 1,10128,BREMERTON 5 2,1,Closed,Line,NO,-148.2,-35.6,152.4,259,59.1,0.35,1.72
40215,PHOENIX 30 2,40241,PHOENIX 48 1,1,Closed,Line,NO,92.7,55.5,108,182.8,59.1,0.05,0.17
28575,LA MESA 2 2,28574,LA MESA 2 1,1,Closed,Transformer,YES,-276.4,-130.8,305.8,536.9,59.1,0.37,24.23
40108,SURPRISE 4 2,40129,SUN CITY 7 1,5,Closed,Line,NO,124,45.7,132.2,223.7,59.1,0.17,0.46
40108,SURPRISE 4 2,40129,SUN CITY 7 1,2,Closed,Line,NO,124,45.7,132.2,223.7,59.1,0.17,0.46
40108,SURPRISE 4 2,40129,SUN CITY 7 1,4,Closed,Line,NO,124,45.7,132.2,223.7,59.1,0.17,0.46
40108,SURPRISE 4 2,40129,SUN CITY 7 1,3,Closed,Line,NO,124,45.7,132.2,223.7,59.1,0.17,0.46
40108,SURPRISE 4 2,40129,SUN CITY 7 1,1,Closed,Line,NO,124,45.7,132.2,223.7,59.1,0.17,0.46
25368,INGLEWOOD 4 3,26214,PLAYA DEL REY 3,1,Closed,Line,NO,-173.6,-32.7,176.6,300,59.1,0.38,1.18
40360,MESA 6 1,40383,MESA 8 2,1,Closed,Line,NO,-106.8,-31.7,111.4,189.8,59.1,0.47,1.03
20091,YUBA CITY 1 1,20425,YUBA CITY 6 3,1,Closed,Line,NO,-164.3,-22.7,165.8,281.1,59.1,0.13,0.47
80010,EL PASO 5 1,53240,SUNLAND PARK 2 3,1,Closed,Line,NO,-113.4,-32.6,118,200.5,59,0.18,0.61
13325,OREGON CITY 2 2,13327,OREGON CITY 2 4,1,Closed,TransformerWinding,YES,-324.9,67.8,331.9,564.2,59,-0.08,-4.49
26055,BAKERSFIELD 32 2,26056,BAKERSFIELD 32 3,1,Closed,Transformer,YES,-45.7,8.3,46.5,78.8,59,0.11,3.23
25913,TUPMAN 1 1,25914,TUPMAN 1 2,1,Closed,Transformer,YES,-46.3,-10.3,47.4,82.6,58.9,0.15,4.3
60854,COLORADO SPRINGS 34 3,60516,COLORADO SPRINGS 21 1,1,Closed,Line,NO,77.6,75.6,108.4,184.1,58.9,0.32,0.89
21121,SAN FRANCISCO 20 2,21125,SAN FRANCISCO 21 2,1,Closed,Line,NO,132.5,-79.4,154.5,262.8,58.8,0.1,0.44
29005,COLTON 5 1,29007,COLTON 5 3,1,Closed,Transformer,YES,-22.2,-9.7,24.3,42.6,58.8,0.07,1.67
10383,MERCER ISLAND 1,10436,BELLEVUE 4 1,1,Closed,Line,NO,122,116.7,168.8,288.5,58.8,0.54,-1.77
60097,EDWARDS 2,60096,EDWARDS 1,1,Closed,Transformer,YES,-86.1,-59.2,104.5,183.9,58.8,0.13,5.94
10396,KIRKLAND 2 1,10409,BOTHELL 4 1,1,Closed,Line,NO,168.9,34.5,172.4,293.5,58.7,0.19,0.45
10396,KIRKLAND 2 1,10409,BOTHELL 4 1,2,Closed,Line,NO,168.9,34.5,172.4,293.5,58.7,0.19,0.45
10396,KIRKLAND 2 1,10409,BOTHELL 4 1,4,Closed,Line,NO,168.9,34.5,172.4,293.5,58.7,0.19,0.45
10396,KIRKLAND 2 1,10409,BOTHELL 4 1,3,Closed,Line,NO,168.9,34.5,172.4,293.5,58.7,0.19,0.45
30389,SPARKS 9 3,30388,SPARKS 9 2,1,Closed,Transformer,YES,-254.7,-31.2,256.6,441.8,58.7,0.31,15.82
10370,EVERETT 2 2,10369,EVERETT 2 1,1,Closed,Transformer,YES,-323.4,24.6,324.4,552.9,58.7,0.22,14.53
13365,SANDY 1 3,13401,THE DALLES 1 2,1,Closed,Line,NO,-164.7,1.2,164.7,287.4,58.6,2.08,-23.29
13365,SANDY 1 3,13401,THE DALLES 1 2,3,Closed,Line,NO,-164.7,1.2,164.7,287.4,58.6,2.08,-23.29
13365,SANDY 1 3,13401,THE DALLES 1 2,4,Closed,Line,NO,-164.7,1.2,164.7,287.4,58.6,2.08,-23.29
13365,SANDY 1 3,13401,THE DALLES 1 2,2,Closed,Line,NO,-164.7,1.2,164.7,287.4,58.6,2.08,-23.29
13365,SANDY 1 3,13401,THE DALLES 1 2,5,Closed,Line,NO,-164.7,1.2,164.7,287.4,58.6,2.08,-23.29
10745,ELLENSBURG 3 1,10746,ELLENSBURG 3 2,1,Closed,Transformer,YES,-66.2,17.7,68.5,117,58.6,0.14,4.78
26218,BAKERSFIELD 33 1,26219,BAKERSFIELD 33 2,1,Closed,Transformer,YES,-45.7,4.5,46,78.5,58.5,0.07,2.29
25858,LONG BEACH 24 2,25544,LONG BEACH 4 1,1,Closed,Line,NO,154.9,13.3,155.5,266.1,58.4,0.37,1.07
25195,CANOGA PARK 1 2,25253,NORTH HILLS 2 1,1,Closed,Line,NO,53.3,120.7,131.9,225.8,58.4,0.21,0.94
23100,MODESTO 9 3,23474,MODESTO 12 2,1,Closed,Line,NO,-174.6,-5,174.7,300.1,58.4,0.37,1.75
80049,EL PASO 29 2,80048,EL PASO 29 1,1,Closed,Transformer,YES,-570.5,-139.4,587.2,1028.7,58.3,0.63,44.39
26137,TORRANCE 8 1,26141,TORRANCE 8 5,1,Closed,Transformer,YES,-22.4,-10,24.5,43.2,58.3,0.05,1.46
13676,BOARDMAN 3 2,13553,BOARDMAN 2 4,1,Closed,Line,NO,-152.9,43.5,159,273.1,58.2,0.05,0.12
10894,BURLINGTON 2 3,10215,BELLINGHAM 5 1,1,Closed,Line,NO,144.8,18.5,146,250.8,58.2,2.1,-1.34
60057,DURANGO 3 2,60056,DURANGO 3 1,1,Closed,Transformer,YES,-58.8,-72.4,93.2,169.1,58.2,0.13,6.41
28349,SAN BERNARDINO 5 1,28432,HIGHLAND 1 1,1,Closed,Line,NO,-162,-21.4,163.4,281.6,58.2,0.22,1.11
20109,MAGALIA 2,20325,STRAWBERRY VALLEY 1 2,1,Closed,Line,NO,-160.3,-10.3,160.6,277.4,58.1,0.79,-3.3
29005,COLTON 5 1,29006,COLTON 5 2,1,Closed,Transformer,YES,-22.3,-9.9,24.4,43.1,58.1,0.04,1.46
10446,BELLEVUE 6 2,10458,REDMOND 1 1,1,Closed,Line,NO,-192.3,-29.9,194.6,336.6,58.1,0.53,3.01
13175,BEAVERTON 1 2,13174,BEAVERTON 1 1,1,Closed,Transformer,YES,-235.3,-154.1,281.3,507.1,58.1,0.44,22.8
28047,GARDEN GROVE 5 2,28046,GARDEN GROVE 5 1,1,Closed,Transformer,YES,-189.6,-174.8,257.8,470.6,58,0.35,21.6
80087,EL PASO 37 2,80090,EL PASO 37 5,1,Closed,TransformerWinding,YES,153.9,-6.4,154.1,266.4,58,0.14,6.92
20446,MIDDLETOWN 2 1,20447,MIDDLETOWN 2 2,1,Closed,Transformer,YES,-54.9,2.6,55,94.9,57.9,0.09,2.59
40113,SUN CITY WEST 2 2,40114,EL MIRAGE 1 1,1,Closed,Line,NO,101.4,30.6,105.9,183,57.9,0.5,0.65
25253,NORTH HILLS 2 1,25200,WOODLAND HILLS 1 1,1,Closed,Line,NO,-1.2,110.7,110.7,191.4,57.9,0.12,0.06
40336,SCOTTSDALE 8 2,40338,SCOTTSDALE 8 4,1,Closed,TransformerWinding,YES,-615.1,12.3,615.2,1066.2,57.8,-0.45,-31.32
25878,LA PUENTE 5 3,25877,LA PUENTE 5 2,1,Closed,Transformer,YES,-278,-108.2,298.3,537.5,57.7,0.44,28.76
40939,TEMPE 10 1,40942,TEMPE 10 4,1,Closed,TransformerWinding,YES,685.8,65.6,688.9,1195.5,57.6,1.75,131.39
13651,LOWELL 5 2,13650,LOWELL 5 1,1,Closed,Transformer,YES,-304.1,-67.3,311.5,547.2,57.6,0.23,15.2
13333,PORTLAND 40 3,13365,SANDY 1 3,4,Closed,Line,NO,-163.6,10.5,164,286.8,57.6,1.2,0.34
13333,PORTLAND 40 3,13365,SANDY 1 3,3,Closed,Line,NO,-163.6,10.5,164,286.8,57.6,1.2,0.34
13333,PORTLAND 40 3,13365,SANDY 1 3,1,Closed,Line,NO,-163.6,10.5,164,286.8,57.6,1.2,0.34
13333,PORTLAND 40 3,13365,SANDY 1 3,2,Closed,Line,NO,-163.6,10.5,164,286.8,57.6,1.2,0.34
21129,SAN FRANCISCO 22 1,21165,RICHMOND 4 1,1,Closed,Line,NO,-125.3,79.6,148.5,257.8,57.6,0.11,0.46
28900,SAN DIEGO 50 1,28901,SAN DIEGO 50 2,1,Closed,Transformer,YES,-48.7,8.4,49.4,86,57.5,0.09,2.99
25419,TORRANCE 7 1,25578,LONG BEACH 11 2,1,Closed,Line,NO,151.2,18,152.3,265.3,57.4,0.46,1.07
77249,SHAWMUT 1,77251,SHAWMUT 3,1,Closed,Transformer,YES,-7.2,1.9,7.5,13,57.4,0.01,0.48
50145,RIVERTON 2 2,50401,MONA 2 2,1,Closed,Line,NO,-189.6,-9.4,189.8,334.4,57.3,1.86,-19.53
10987,ELMA 2 2,10986,ELMA 2 1,1,Closed,Transformer,YES,-887.3,-59,889.2,1559,57.3,0.55,42.6
70065,GILLETTE 2 1,70175,GILLETTE 7 1,1,Closed,Line,NO,-158.9,-3.8,158.9,280,57.3,1.45,-4.21
70032,LOVELL 2,77215,HARDIN 2 2,2,Closed,Line,NO,-154.4,27.8,156.9,279.4,57.3,4.17,7.07
21327,CASTRO VALLEY 2 2,21329,CASTRO VALLEY 2 4,1,Closed,TransformerWinding,YES,-316,-26.9,317.1,554,57.2,-0.24,-15.57
28843,ESCONDIDO 10 3,28842,ESCONDIDO 10 2,1,Closed,Transformer,YES,-287.8,-82.4,299.4,541,57.2,0.44,29.79
26109,BORON 4 1,26110,BORON 4 2,1,Closed,Transformer,YES,-47.9,9.9,48.9,85.5,57.2,0.15,4.5
28933,ONTARIO 9 1,28934,ONTARIO 9 2,1,Closed,Transformer,YES,-33.8,-15.8,37.3,66.6,57.1,0.05,1.53
10331,SEATTLE 39 2,10317,SEATTLE 32 2,1,Closed,Line,NO,150.9,41.4,156.5,274.2,57.1,0.11,0.43
21665,OAKLAND 19 2,21238,OAKLAND 8 1,1,Closed,Line,NO,164.9,13.2,165.4,290,57,0.12,0.57
60060,MONTROSE 2 2,60059,MONTROSE 2 1,1,Closed,Transformer,YES,-102.3,-10.9,102.9,181.9,57,0.12,5.6
21661,BYRON 2,21574,TRACY 1 1,1,Closed,Line,NO,167.3,27.6,169.6,297.5,57,0.16,0.68
25372,LOS ANGELES 18 1,25457,LOS ANGELES 44 1,1,Closed,Line,NO,130.4,74.6,150.2,263.9,56.9,0.12,0.48
13611,PROSPECT 1,13613,PROSPECT 3,1,Closed,Transformer,YES,-5.2,0.9,5.3,9.4,56.8,0.02,0.57
23376,MOSS LANDING 3,23375,MOSS LANDING 2,1,Closed,Transformer,YES,-309.9,33,311.6,548.6,56.8,0.43,25.79
40440,MESA 21 2,40439,MESA 21 1,1,Closed,Transformer,YES,-418.2,-316.9,524.7,995.3,56.8,1.05,62.26
20514,LINCOLN 3 1,20517,LINCOLN 3 4,1,Closed,Transformer,YES,-6.6,0.5,6.6,11.7,56.8,0.01,0.46
28036,ANAHEIM 4 2,28035,ANAHEIM 4 1,1,Closed,Transformer,YES,-228.7,-149.6,273.2,507.2,56.7,0.39,24.64
13563,SPRINGFIELD 5 2,13565,SPRINGFIELD 5 4,1,Closed,TransformerWinding,YES,-294.5,-43.1,297.7,526.1,56.7,0.07,4.15
40573,TUCSON 46 2,40563,TUCSON 42 2,1,Closed,Line,NO,-136.8,-21.7,138.5,246.1,56.7,0.61,2.36
10203,LANGLEY 1,10108,COUPEVILLE 2,1,Closed,Line,NO,-131.8,16.7,132.9,235.3,56.7,0.74,2.44
25979,BAKERSFIELD 28 1,25980,BAKERSFIELD 28 2,1,Closed,Transformer,YES,-49.5,7.3,50.1,88.4,56.6,0.07,1.82
60338,DENVER 21 2,60337,DENVER 21 1,1,Closed,Transformer,YES,-161.9,-46.3,168.4,303.2,56.6,0.29,9.95
60338,DENVER 21 2,60337,DENVER 21 1,4,Closed,Transformer,YES,-161.9,-46.3,168.4,303.2,56.6,0.29,9.95
60338,DENVER 21 2,60337,DENVER 21 1,2,Closed,Transformer,YES,-161.9,-46.3,168.4,303.2,56.6,0.29,9.95
60338,DENVER 21 2,60337,DENVER 21 1,3,Closed,Transformer,YES,-161.9,-46.3,168.4,303.2,56.6,0.29,9.95
21717,MARTINEZ 4 1,21719,MARTINEZ 4 3,1,Closed,Transformer,YES,-33.1,-15.3,36.5,66,56.5,0.05,1.62
21085,SAN FRANCISCO 7 3,21091,PACIFICA 1 3,1,Closed,Line,NO,149.2,-30.1,152.2,269.9,56.4,0.58,-2.83
53291,LA MESA 6 2,80003,ANTHONY 2 1,1,Closed,Line,NO,117.5,-14.9,118.4,210,56.4,1.49,-1.59
25891,OXNARD 11 1,25892,OXNARD 11 2,1,Closed,Transformer,YES,-49.5,8.8,50.3,89.2,56.4,0.12,3.29
25634,BELLFLOWER 1 1,25607,LAKEWOOD 7 1,1,Closed,Line,NO,-18.7,113.8,115.3,204.6,56.4,0.12,0.45
40253,PHOENIX 53 3,40308,TEMPE 2 1,1,Closed,Line,NO,61.7,120.2,135.1,240,56.3,0.22,0.78
20446,MIDDLETOWN 2 1,20486,MIDDLETOWN 6 3,1,Closed,Line,NO,-153.3,-12.7,153.8,273.9,56.3,0.27,0.02
50384,DELTA 2 2,50383,DELTA 2 1,1,Closed,Transformer,YES,-473.3,75.2,479.3,853.4,56.2,0.43,25.67
21429,FREMONT 6 1,21306,PALO ALTO 4 2,1,Closed,Line,NO,-128.6,-5.9,128.7,230,56.2,0.4,0.91
60312,LONGMONT 6 1,60860,FREDERICK 3,1,Closed,Line,NO,-108.2,1.6,108.2,194.1,56.2,0.75,2.96
60831,KEENESBURG 2 2,60830,KEENESBURG 2 1,1,Closed,Transformer,YES,-596.1,24.9,596.7,1063.3,56.1,0.58,37.95
25419,TORRANCE 7 1,25566,LONG BEACH 8 1,1,Closed,Line,NO,-145.2,-21.6,146.8,262.1,56.1,0.16,0.45
10958,CENTERVILLE 1 2,13401,THE DALLES 1 2,1,Closed,Line,NO,168.2,-13.2,168.7,300.9,56.1,1.64,3.34
10958,CENTERVILLE 1 2,13401,THE DALLES 1 2,4,Closed,Line,NO,168.2,-13.2,168.7,300.9,56.1,1.64,3.34
10958,CENTERVILLE 1 2,13401,THE DALLES 1 2,3,Closed,Line,NO,168.2,-13.2,168.7,300.9,56.1,1.64,3.34
10958,CENTERVILLE 1 2,13401,THE DALLES 1 2,2,Closed,Line,NO,168.2,-13.2,168.7,300.9,56.1,1.64,3.34
77249,SHAWMUT 1,77250,SHAWMUT 2,1,Closed,Transformer,YES,-7,2,7.3,13,56,0.02,0.61
25333,NORTH HOLLYWOOD 2 2,25246,VAN NUYS 1 1,1,Closed,Line,NO,149.4,0.1,149.4,266.9,56,0.36,0.85
40874,GLOBE 2 3,40891,CHANDLER 16 2,1,Closed,Line,NO,-103.4,-5.7,103.5,187.8,55.8,1.19,2.1
26046,MOJAVE 12 1,26047,MOJAVE 12 2,1,Closed,Transformer,YES,-108.3,0.9,108.3,195,55.8,0.26,8.08
21316,MOUNTAIN VIEW 2 1,21276,LOS ALTOS 1 2,1,Closed,Line,NO,-132.9,-7.3,133.1,239.5,55.8,0.44,2.13
13569,ARLINGTON 5 1,13570,ARLINGTON 5 2,1,Closed,Transformer,YES,-69.4,-7,69.7,126.1,55.8,0.12,3.94
28599,CHULA VISTA 6 2,28598,CHULA VISTA 6 1,1,Closed,Transformer,YES,-265.8,-107.4,286.7,531.7,55.8,0.39,23.07
29026,CARLSBAD 6 3,29025,CARLSBAD 6 2,1,Closed,Transformer,YES,-279.8,-82,291.6,539.4,55.8,0.35,27.34
10795,ANACORTES 2 2,10798,ANACORTES 2 5,1,Closed,Transformer,YES,-41.4,8.4,42.2,75.8,55.7,0.12,3.72
25617,PASADENA 2 1,25574,LOS ANGELES 77 1,1,Closed,Line,NO,-148.9,-11.4,149.3,269.2,55.7,0.58,1.76
28848,VICTORVILLE 7 2,28847,VICTORVILLE 7 1,1,Closed,Transformer,YES,-848.9,-161.6,864.2,1568.9,55.6,0.5,38.33
60854,COLORADO SPRINGS 34 3,60853,COLORADO SPRINGS 34 2,3,Closed,Transformer,YES,-165.8,-48.8,172.8,317.5,55.6,0.33,10.89
60854,COLORADO SPRINGS 34 3,60853,COLORADO SPRINGS 34 2,4,Closed,Transformer,YES,-165.8,-48.8,172.8,317.5,55.6,0.33,10.89
60854,COLORADO SPRINGS 34 3,60853,COLORADO SPRINGS 34 2,1,Closed,Transformer,YES,-165.8,-48.8,172.8,317.5,55.6,0.33,10.89
60854,COLORADO SPRINGS 34 3,60853,COLORADO SPRINGS 34 2,2,Closed,Transformer,YES,-165.8,-48.8,172.8,317.5,55.6,0.33,10.89
25459,LOS ANGELES 45 2,25449,LOS ANGELES 40 2,1,Closed,Line,NO,148.1,-6.7,148.3,267,55.5,0.12,0.58
